OrderID,CustomerID,OrderDate,Revenue,Cost,PromotionType
O001000,C00487,2024-07-06,120.2,79.72,None
O001001,C00488,2024-05-12,128.44,86.99,None
O001002,C00489,2024-12-29,121.2,75.25,BOGOF
O001003,C00490,2024-04-27,78.16,40.54,Free Shipping
O001004,C00490,2024-08-14,108.66,59.47,None
O001005,C00490,2024-08-10,132.16,74.54,None
O001006,C00490,2024-05-26,94.03,56.53,None
O001007,C00490,2024-07-03,151.05,79.87,None
O001008,C00490,2024-05-30,102.19,51.27,None
O001009,C00491,2024-08-11,101.12,59.77,Free Shipping
O001010,C00492,2024-08-05,88.81,44.54,BOGOF
O001011,C00492,2024-11-18,81.12,46.27,None
O001012,C00493,2024-10-02,76.6,45.04,Percent Off
O001013,C00494,2024-07-23,69.1,46.53,Free Shipping
O001014,C00495,2024-01-19,109.21,64.39,None
O001015,C00496,2024-11-05,95.46,54.58,Percent Off
O001016,C00497,2024-07-05,95.59,56.98,None
O001017,C00498,2024-08-24,101.28,66.86,Percent Off
O001018,C00499,2024-07-06,87.57,56.37,Percent Off
O001019,C00500,2024-07-02,92.15,54.62,None
O001020,C00500,2024-08-31,134.14,81.37,None
O001021,C00500,2024-08-22,152.59,80.24,None
O001022,C00501,2024-09-08,163.1,93.81,None
O001023,C00501,2024-12-23,102.0,57.17,None
O001024,C00501,2024-11-02,130.72,66.69,None
O001025,C00501,2024-11-11,164.2,112.76,None
O001026,C00501,2024-10-15,132.38,90.88,None
O001027,C00501,2024-11-10,127.63,64.54,None
O001028,C00502,2024-12-01,101.27,67.95,None
O001029,C00503,2024-01-12,148.29,86.89,None
O001030,C00504,2024-12-06,137.26,95.04,None
O001031,C00505,2024-02-25,81.43,56.56,Percent Off
O001032,C00505,2024-04-22,53.84,36.53,None
O001033,C00505,2024-06-02,94.22,51.79,None
O001034,C00505,2024-04-07,85.59,59.71,None
O001035,C00505,2024-05-05,136.78,87.12,None
O001036,C00505,2024-05-08,82.51,44.76,None
O001037,C00506,2024-12-16,79.08,46.04,BOGOF
O001038,C00507,2024-10-18,76.0,43.56,BOGOF
O001039,C00508,2024-05-03,114.03,60.36,BOGOF
O001040,C00508,2024-08-15,123.17,62.36,None
O001041,C00509,2024-10-29,126.23,85.81,None
O001042,C00510,2024-10-27,102.29,53.89,None
O001043,C00510,2024-12-12,131.92,86.33,None
O001044,C00510,2024-12-25,149.71,89.34,None
O001045,C00510,2024-11-16,147.25,79.54,None
O001046,C00511,2024-06-15,95.95,63.43,Percent Off
O001047,C00512,2024-08-21,86.63,44.18,Percent Off
O001048,C00512,2024-10-16,99.05,54.95,None
O001049,C00513,2024-06-04,124.59,75.66,None
O001050,C00514,2024-11-25,84.05,46.36,Percent Off
O001051,C00515,2024-10-26,61.39,42.4,BOGOF
O001052,C00516,2024-08-09,106.09,68.19,Percent Off
O001053,C00517,2024-02-01,78.74,51.43,BOGOF
O001054,C00517,2024-05-16,119.08,63.1,None
O001055,C00518,2024-08-17,64.08,43.22,Percent Off
O001056,C00519,2024-02-05,104.47,55.52,BOGOF
O001057,C00520,2024-01-06,104.18,65.15,None
O001058,C00520,2024-02-17,135.85,84.83,None
O001059,C00520,2024-02-06,150.66,91.03,None
O001060,C00520,2024-05-01,145.04,91.94,None
O001061,C00521,2024-03-05,83.29,46.59,BOGOF
O001062,C00521,2024-06-17,129.27,67.2,None
O001063,C00522,2024-05-19,90.28,60.94,BOGOF
O001064,C00522,2024-08-16,99.83,50.23,None
O001065,C00522,2024-08-16,120.92,82.3,None
O001066,C00523,2024-11-07,122.2,78.13,None
O001067,C00523,2024-12-19,154.53,104.27,None
O001068,C00524,2024-05-02,80.67,42.38,Free Shipping
O001069,C00525,2024-08-17,65.11,38.12,Percent Off
O001070,C00525,2024-11-28,106.24,62.75,None
O001071,C00525,2024-11-08,106.36,54.86,None
O001072,C00526,2024-01-14,107.11,57.66,Percent Off
O001073,C00527,2024-12-03,72.5,43.92,Free Shipping
O001074,C00528,2024-12-03,73.04,48.16,Free Shipping
O001075,C00529,2024-09-01,109.17,72.75,Percent Off
O001076,C00529,2024-12-29,99.16,68.11,None
O001077,C00530,2024-09-02,127.97,87.23,None
O001078,C00531,2024-01-19,104.31,63.17,Free Shipping
O001079,C00532,2024-11-10,124.39,66.44,None
O001080,C00533,2024-05-12,88.79,48.13,BOGOF
O001081,C00534,2024-06-03,112.55,58.12,None
O001082,C00534,2024-07-17,151.76,105.18,None
O001083,C00534,2024-08-09,100.11,54.93,None
O001084,C00534,2024-08-21,117.3,69.39,None
O001085,C00534,2024-09-01,116.52,74.79,None
O001086,C00534,2024-09-22,151.31,76.29,None
O001087,C00535,2024-11-28,148.55,84.34,None
O001088,C00536,2024-02-20,76.61,41.45,Percent Off
O001089,C00537,2024-10-12,91.15,52.0,Percent Off
O001090,C00538,2024-11-03,115.04,64.87,None
O001091,C00539,2024-07-22,96.83,57.97,Free Shipping
O001092,C00539,2024-09-07,110.4,68.08,None
O001093,C00539,2024-09-02,93.01,47.15,None
O001094,C00539,2024-11-12,143.92,75.62,None
O001095,C00539,2024-08-28,114.66,67.73,None
O001096,C00539,2024-11-05,136.62,69.35,None
O001097,C00540,2024-10-21,124.29,67.17,None
O001098,C00540,2024-12-25,178.69,125.06,None
O001099,C00540,2024-12-31,149.7,90.11,None
O001100,C00541,2024-02-09,112.39,62.94,Free Shipping
O001101,C00541,2024-05-28,148.77,90.44,None
O001102,C00541,2024-04-28,98.66,50.86,None
O001103,C00541,2024-04-28,132.14,82.92,None
O001104,C00542,2024-10-09,117.17,77.37,None
O001105,C00543,2024-11-18,83.75,56.55,Free Shipping
O001106,C00544,2024-09-28,114.26,60.97,None
O001107,C00545,2024-10-11,131.76,90.81,Percent Off
O001108,C00546,2024-12-09,80.28,48.81,Percent Off
O001109,C00547,2024-10-08,99.35,64.49,None
O001110,C00548,2024-03-03,107.51,68.07,BOGOF
O001111,C00548,2024-06-18,83.84,48.16,None
O001112,C00548,2024-05-26,89.28,49.19,None
O001113,C00548,2024-05-07,45.66,31.84,None
O001114,C00548,2024-05-20,102.32,52.31,None
O001115,C00549,2024-11-09,109.32,72.94,None
O001116,C00550,2024-10-09,88.02,53.29,Percent Off
O001117,C00551,2024-10-01,90.94,51.27,Free Shipping
O001118,C00552,2024-06-11,75.13,40.72,Percent Off
O001119,C00552,2024-08-22,65.15,32.78,None
O001120,C00552,2024-09-10,85.13,48.7,None
O001121,C00552,2024-09-21,94.45,48.97,None
O001122,C00552,2024-08-20,90.63,47.15,None
O001123,C00553,2024-10-25,96.07,53.08,BOGOF
O001124,C00554,2024-03-16,104.43,71.57,Percent Off
O001125,C00555,2024-08-12,105.71,67.27,Percent Off
O001126,C00556,2024-02-25,106.78,68.18,None
O001127,C00556,2024-06-13,151.77,80.54,None
O001128,C00556,2024-05-22,150.09,86.05,None
O001129,C00556,2024-06-21,109.31,72.11,None
O001130,C00556,2024-04-05,125.67,80.61,None
O001131,C00557,2024-12-24,75.07,39.12,Percent Off
O001132,C00558,2024-05-02,96.93,50.82,None
O001133,C00559,2024-01-09,74.63,45.95,Percent Off
O001134,C00560,2024-12-13,146.51,89.49,None
O001135,C00561,2024-02-06,99.73,57.66,None
O001136,C00562,2024-12-13,48.29,26.23,Percent Off
O001137,C00563,2024-11-10,117.3,72.89,Free Shipping
O001138,C00563,2024-12-20,135.25,67.91,None
O001139,C00564,2024-03-03,87.42,59.3,Percent Off
O001140,C00564,2024-05-17,78.28,39.42,None
O001141,C00564,2024-06-16,127.41,79.5,None
O001142,C00564,2024-05-09,45.22,28.61,None
O001143,C00565,2024-10-21,110.8,58.07,None
O001144,C00566,2024-01-14,130.87,69.53,None
O001145,C00567,2024-10-31,85.06,59.23,Percent Off
O001146,C00568,2024-10-01,109.6,68.79,Percent Off
O001147,C00568,2024-12-28,85.7,57.17,None
O001148,C00569,2024-04-20,159.81,110.64,None
O001149,C00570,2024-01-02,147.97,99.12,None
O001150,C00571,2024-12-19,151.94,100.4,None
O001151,C00572,2024-03-31,81.77,48.15,Percent Off
O001152,C00572,2024-06-04,84.76,49.71,None
O001153,C00573,2024-04-11,83.97,44.38,Percent Off
O001154,C00573,2024-05-08,112.58,78.64,None
O001155,C00573,2024-05-30,73.08,46.36,None
O001156,C00573,2024-06-06,125.9,80.63,None
O001157,C00573,2024-05-18,97.9,62.72,None
O001158,C00573,2024-07-30,99.44,50.15,None
O001159,C00574,2024-12-07,98.74,60.54,None
O001160,C00575,2024-12-16,93.29,46.9,Percent Off
O001161,C00576,2024-11-10,120.26,67.74,Percent Off
O001162,C00576,2024-12-31,96.88,62.46,None
O001163,C00577,2024-03-27,122.16,61.8,Percent Off
O001164,C00578,2024-04-08,114.42,68.87,BOGOF
O001165,C00578,2024-07-03,70.12,44.43,None
O001166,C00579,2024-02-24,79.22,44.61,None
O001167,C00580,2024-05-17,112.9,78.55,None
O001168,C00581,2024-09-28,95.05,52.6,Percent Off
O001169,C00581,2024-12-02,95.69,53.32,None
O001170,C00582,2024-06-13,72.8,40.0,Free Shipping
O001171,C00583,2024-11-07,105.97,61.84,Percent Off
O001172,C00583,2024-12-11,112.19,78.09,None
O001173,C00583,2024-12-05,139.96,70.18,None
O001174,C00583,2024-12-22,118.34,71.43,None
O001175,C00584,2024-12-15,101.53,69.46,Free Shipping
O001176,C00585,2024-02-14,84.76,51.55,BOGOF
O001177,C00585,2024-05-10,84.63,56.68,None
O001178,C00585,2024-03-09,93.54,63.72,None
O001179,C00585,2024-03-30,164.32,90.61,None
O001180,C00585,2024-03-27,127.46,84.14,None
O001181,C00585,2024-06-05,111.53,57.11,None
O001182,C00586,2024-04-12,131.12,89.58,Percent Off
O001183,C00587,2024-03-25,128.58,81.71,None
O001184,C00588,2024-06-15,95.21,61.28,None
O001185,C00589,2024-07-26,140.86,95.56,None
O001186,C00590,2024-04-08,147.25,88.59,None
O001187,C00591,2024-05-29,134.84,78.93,None
O001188,C00592,2024-05-03,74.58,48.14,Percent Off
O001189,C00593,2024-06-19,116.47,71.31,None
O001190,C00594,2024-03-20,77.74,45.77,Free Shipping
O001191,C00595,2024-06-02,134.64,88.76,Free Shipping
O001192,C00596,2024-11-19,57.66,39.9,Free Shipping
O001193,C00597,2024-03-01,86.32,50.3,BOGOF
O001194,C00597,2024-06-07,110.52,56.31,None
O001195,C00597,2024-03-24,133.5,77.32,None
O001196,C00597,2024-05-04,100.26,54.12,None
O001197,C00597,2024-04-19,62.45,42.66,None
O001198,C00598,2024-03-10,60.0,39.14,Percent Off
O001199,C00599,2024-07-21,99.59,50.95,Free Shipping
O001200,C00599,2024-11-10,122.23,64.95,None
O001201,C00600,2024-09-05,97.19,62.62,Percent Off
O001202,C00601,2024-08-12,88.89,60.12,None
O001203,C00602,2024-06-05,126.69,77.35,None
O001204,C00602,2024-08-21,171.95,116.04,None
O001205,C00602,2024-06-27,160.76,88.5,None
O001206,C00602,2024-09-08,160.08,101.07,None
O001207,C00603,2024-02-23,76.99,53.89,Percent Off
O001208,C00604,2024-12-24,88.21,51.71,BOGOF
O001209,C00605,2024-09-18,58.58,39.92,BOGOF
O001210,C00605,2024-11-25,92.36,59.5,None
O001211,C00606,2024-06-11,134.75,93.84,None
O001212,C00607,2024-01-10,63.52,42.98,Percent Off
O001213,C00608,2024-03-04,157.92,105.87,None
O001214,C00609,2024-05-05,82.52,45.57,Percent Off
O001215,C00610,2024-04-24,77.18,45.52,BOGOF
O001216,C00611,2024-07-28,99.39,60.57,Percent Off
O001217,C00612,2024-01-04,133.13,80.95,None
O001218,C00613,2024-12-06,122.32,78.96,BOGOF
O001219,C00614,2024-04-14,96.76,67.16,None
O001220,C00614,2024-07-09,91.76,54.92,None
O001221,C00614,2024-05-19,127.15,70.62,None
O001222,C00615,2024-02-25,91.29,46.85,Percent Off
O001223,C00616,2024-03-01,73.24,43.12,Percent Off
O001224,C00617,2024-08-08,57.36,33.4,Percent Off
O001225,C00617,2024-10-08,83.74,43.21,None
O001226,C00617,2024-10-06,115.26,68.57,None
O001227,C00618,2024-07-15,96.77,66.1,Percent Off
O001228,C00619,2024-03-28,98.34,62.61,Percent Off
O001229,C00619,2024-06-18,109.82,66.08,None
O001230,C00620,2024-12-20,94.07,51.42,Percent Off
O001231,C00621,2024-12-05,111.11,60.26,None
O001232,C00622,2024-07-13,73.84,39.68,Percent Off
O001233,C00622,2024-10-20,123.15,63.55,None
O001234,C00623,2024-02-12,103.07,58.95,Percent Off
O001235,C00624,2024-10-02,86.6,48.95,BOGOF
O001236,C00624,2024-12-18,102.7,56.49,None
O001237,C00625,2024-02-19,134.93,79.88,None
O001238,C00626,2024-03-31,91.51,49.21,Percent Off
O001239,C00627,2024-09-02,67.61,41.37,Percent Off
O001240,C00628,2024-10-06,119.78,63.35,None
O001241,C00629,2024-03-29,100.46,62.0,BOGOF
O001242,C00629,2024-06-20,58.13,29.37,None
O001243,C00629,2024-07-05,121.0,60.54,None
O001244,C00630,2024-04-15,59.99,33.39,BOGOF
O001245,C00631,2024-01-28,153.81,89.31,None
O001246,C00632,2024-10-24,149.35,80.35,None
O001247,C00633,2024-10-19,106.56,60.55,Free Shipping
O001248,C00634,2024-12-21,103.89,63.37,None
O001249,C00635,2024-10-09,103.85,72.17,BOGOF
O001250,C00636,2024-01-12,63.62,32.57,Percent Off
O001251,C00636,2024-03-10,90.78,57.54,None
O001252,C00636,2024-04-28,105.35,61.32,None
O001253,C00636,2024-04-09,84.11,45.27,None
O001254,C00637,2024-02-23,84.17,55.4,Percent Off
O001255,C00638,2024-07-24,77.19,51.79,BOGOF
O001256,C00639,2024-06-28,89.55,49.65,None
O001257,C00639,2024-08-02,142.57,84.01,None
O001258,C00639,2024-10-12,140.07,85.46,None
O001259,C00639,2024-09-18,70.27,38.77,None
O001260,C00639,2024-10-20,186.56,123.82,None
O001261,C00640,2024-12-30,103.43,55.76,Free Shipping
O001262,C00641,2024-04-22,124.86,68.62,None
O001263,C00641,2024-07-31,113.89,65.4,None
O001264,C00641,2024-06-30,151.06,90.69,None
O001265,C00642,2024-06-22,83.51,48.54,BOGOF
O001266,C00642,2024-09-06,118.37,77.35,None
O001267,C00642,2024-10-16,104.85,68.01,None
O001268,C00643,2024-10-22,73.55,43.22,Percent Off
O001269,C00644,2024-04-17,100.12,69.04,Percent Off
O001270,C00644,2024-05-15,102.17,69.62,None
O001271,C00645,2024-03-13,79.07,46.65,BOGOF
O001272,C00646,2024-03-31,88.36,58.21,Percent Off
O001273,C00647,2024-05-18,78.99,45.98,Percent Off
O001274,C00648,2024-08-30,110.21,74.86,Free Shipping
O001275,C00649,2024-03-08,86.98,46.59,BOGOF
O001276,C00649,2024-07-06,130.39,78.79,None
O001277,C00649,2024-05-05,120.88,69.12,None
O001278,C00650,2024-06-15,153.44,101.53,None
O001279,C00651,2024-03-26,107.1,55.11,None
O001280,C00652,2024-05-29,114.65,66.37,BOGOF
O001281,C00653,2024-09-08,102.61,69.23,Percent Off
O001282,C00653,2024-10-24,66.79,35.15,None
O001283,C00653,2024-12-26,109.03,60.03,None
O001284,C00653,2024-12-19,124.2,75.9,None
O001285,C00653,2024-10-13,152.86,83.56,None
O001286,C00654,2024-07-28,127.5,85.79,None
O001287,C00655,2024-08-16,65.59,39.92,BOGOF
O001288,C00655,2024-10-10,78.43,51.81,None
O001289,C00655,2024-11-20,69.25,38.56,None
O001290,C00655,2024-11-21,94.05,56.1,None
O001291,C00656,2024-05-17,102.56,63.8,None
O001292,C00657,2024-09-08,122.13,68.5,BOGOF
O001293,C00657,2024-11-19,97.96,65.66,None
O001294,C00657,2024-12-12,74.92,49.42,None
O001295,C00658,2024-06-21,77.04,42.02,BOGOF
O001296,C00658,2024-07-18,89.54,48.92,None
O001297,C00659,2024-07-04,102.16,68.59,Percent Off
O001298,C00659,2024-09-14,113.84,72.98,None
O001299,C00659,2024-10-14,95.06,58.77,None
O001300,C00659,2024-10-18,59.66,40.41,None
O001301,C00660,2024-02-13,126.17,63.97,None
O001302,C00661,2024-10-28,104.77,68.86,BOGOF
O001303,C00661,2024-11-30,72.25,49.61,None
O001304,C00661,2024-12-28,104.49,59.44,None
O001305,C00662,2024-10-17,104.47,71.95,Free Shipping
O001306,C00662,2024-12-22,85.04,50.04,None
O001307,C00662,2024-11-10,125.22,82.4,None
O001308,C00663,2024-07-02,73.95,46.43,Percent Off
O001309,C00664,2024-03-16,131.04,76.89,None
O001310,C00665,2024-01-24,106.86,74.79,Free Shipping
O001311,C00666,2024-08-29,95.96,59.25,BOGOF
O001312,C00666,2024-11-22,84.63,49.92,None
O001313,C00666,2024-12-16,116.4,81.46,None
O001314,C00666,2024-11-13,139.83,77.94,None
O001315,C00666,2024-10-01,90.71,48.33,None
O001316,C00667,2024-12-05,75.04,41.8,Percent Off
O001317,C00668,2024-12-07,128.7,72.8,None
O001318,C00669,2024-04-28,93.89,62.09,Free Shipping
O001319,C00669,2024-06-11,72.45,46.9,None
O001320,C00669,2024-05-27,100.97,59.64,None
O001321,C00669,2024-07-10,108.13,64.95,None
O001322,C00669,2024-06-09,59.97,33.77,None
O001323,C00670,2024-05-21,97.28,66.9,Percent Off
O001324,C00671,2024-01-12,102.51,68.69,BOGOF
O001325,C00671,2024-04-01,89.72,46.77,None
O001326,C00671,2024-05-04,100.97,64.38,None
O001327,C00671,2024-05-08,88.1,61.64,None
O001328,C00671,2024-02-23,88.55,47.61,None
O001329,C00671,2024-02-05,156.45,89.65,None
O001330,C00672,2024-03-15,108.19,65.68,Percent Off
O001331,C00673,2024-12-07,125.04,67.01,None
O001332,C00674,2024-10-16,110.22,69.8,Percent Off
O001333,C00675,2024-10-29,86.4,52.45,Free Shipping
O001334,C00676,2024-06-04,95.27,59.02,BOGOF
O001335,C00677,2024-10-16,110.06,60.18,BOGOF
O001336,C00677,2024-12-12,130.54,68.52,None
O001337,C00678,2024-09-09,93.35,52.71,Free Shipping
O001338,C00679,2024-04-03,105.88,60.63,Percent Off
O001339,C00679,2024-07-06,69.58,42.94,None
O001340,C00679,2024-06-20,124.55,77.01,None
O001341,C00679,2024-07-18,124.12,74.83,None
O001342,C00680,2024-11-03,137.25,77.71,None
O001343,C00681,2024-03-02,96.55,56.02,BOGOF
O001344,C00682,2024-03-13,80.71,47.33,None
O001345,C00683,2024-05-16,117.42,61.23,Free Shipping
O001346,C00684,2024-11-07,127.28,82.36,BOGOF
O001347,C00685,2024-11-25,71.59,39.03,Free Shipping
O001348,C00686,2024-01-08,113.29,75.1,Percent Off
O001349,C00686,2024-04-30,78.56,42.1,None
O001350,C00686,2024-03-02,60.65,37.34,None
O001351,C00686,2024-04-27,100.1,51.71,None
O001352,C00686,2024-04-11,114.81,71.64,None
O001353,C00687,2024-06-19,113.18,66.43,BOGOF
O001354,C00687,2024-09-29,99.8,55.2,None
O001355,C00687,2024-08-04,92.26,52.07,None
O001356,C00688,2024-07-24,107.89,63.99,BOGOF
O001357,C00689,2024-08-19,100.4,60.44,None
O001358,C00690,2024-11-07,77.08,52.42,Percent Off
O001359,C00691,2024-08-24,91.59,62.21,BOGOF
O001360,C00692,2024-03-04,36.88,18.46,Percent Off
O001361,C00692,2024-03-29,82.85,42.05,None
O001362,C00693,2024-02-01,107.66,67.68,None
O001363,C00693,2024-02-27,156.31,89.94,None
O001364,C00694,2024-05-21,82.21,55.96,BOGOF
O001365,C00694,2024-07-16,115.21,66.35,None
O001366,C00694,2024-08-11,124.99,81.37,None
O001367,C00694,2024-07-17,119.12,61.92,None
O001368,C00695,2024-06-14,135.31,89.64,BOGOF
O001369,C00696,2024-02-02,100.91,68.17,BOGOF
O001370,C00696,2024-04-05,103.09,59.85,None
O001371,C00696,2024-05-10,143.45,90.03,None
O001372,C00696,2024-05-14,135.19,76.26,None
O001373,C00696,2024-05-21,106.14,55.8,None
O001374,C00696,2024-04-01,88.48,61.01,None
O001375,C00697,2024-02-21,60.42,39.47,Free Shipping
O001376,C00698,2024-10-22,94.62,53.18,Free Shipping
O001377,C00699,2024-06-01,127.79,65.09,None
O001378,C00700,2024-07-15,116.52,76.05,Free Shipping
O001379,C00700,2024-10-02,98.31,67.02,None
O001380,C00700,2024-09-21,133.86,69.42,None
O001381,C00700,2024-10-26,139.99,87.95,None
O001382,C00700,2024-10-01,112.95,65.82,None
O001383,C00700,2024-10-25,93.01,55.97,None
O001384,C00701,2024-02-26,70.81,39.92,Free Shipping
O001385,C00702,2024-05-29,119.81,81.54,Percent Off
O001386,C00703,2024-08-02,80.78,47.08,BOGOF
O001387,C00703,2024-11-02,94.34,54.97,None
O001388,C00703,2024-08-23,113.62,69.23,None
O001389,C00704,2024-11-13,151.63,100.92,None
O001390,C00705,2024-03-22,86.87,44.11,BOGOF
O001391,C00705,2024-05-23,87.96,49.71,None
O001392,C00705,2024-06-16,143.09,85.07,None
O001393,C00705,2024-06-05,97.36,65.32,None
O001394,C00705,2024-06-10,139.42,92.08,None
O001395,C00706,2024-08-17,146.57,77.96,None
O001396,C00707,2024-03-17,64.27,37.34,Percent Off
O001397,C00708,2024-09-13,137.54,75.27,None
O001398,C00709,2024-07-16,106.25,61.45,BOGOF
O001399,C00709,2024-09-21,79.01,47.94,None
O001400,C00709,2024-09-26,72.43,36.22,None
O001401,C00709,2024-08-18,91.35,50.25,None
O001402,C00710,2024-01-08,106.77,70.59,None
O001403,C00710,2024-02-19,153.76,86.4,None
O001404,C00710,2024-04-20,113.76,76.42,None
O001405,C00711,2024-04-03,79.2,40.81,BOGOF
O001406,C00712,2024-12-20,152.26,94.92,None
O001407,C00713,2024-03-04,60.35,37.25,Percent Off
O001408,C00714,2024-03-28,119.05,70.14,Free Shipping
O001409,C00715,2024-11-04,112.7,68.47,None
O001410,C00716,2024-02-27,86.58,56.86,None
O001411,C00717,2024-10-23,80.54,55.3,Free Shipping
O001412,C00717,2024-11-16,125.17,82.23,None
O001413,C00717,2024-11-14,105.19,62.01,None
O001414,C00717,2024-12-15,122.95,81.87,None
O001415,C00718,2024-08-12,113.82,63.12,None
O001416,C00719,2024-09-28,57.21,38.76,BOGOF
O001417,C00720,2024-09-17,80.77,40.63,Free Shipping
O001418,C00720,2024-12-23,57.13,30.06,None
O001419,C00720,2024-12-19,104.28,62.52,None
O001420,C00720,2024-11-25,117.32,62.29,None
O001421,C00720,2024-10-07,103.05,60.44,None
O001422,C00720,2024-12-14,86.93,54.3,None
O001423,C00721,2024-11-08,95.14,51.04,BOGOF
O001424,C00722,2024-06-14,68.94,42.15,Percent Off
O001425,C00723,2024-08-03,123.35,72.35,Free Shipping
O001426,C00724,2024-05-25,70.52,44.4,Percent Off
O001427,C00724,2024-07-14,61.99,32.06,None
O001428,C00724,2024-08-26,123.7,64.1,None
O001429,C00724,2024-07-08,105.61,55.49,None
O001430,C00725,2024-10-08,95.04,54.3,Percent Off
O001431,C00726,2024-02-13,103.19,51.78,BOGOF
O001432,C00726,2024-03-08,103.08,72.08,None
O001433,C00726,2024-05-17,95.21,56.86,None
O001434,C00726,2024-05-02,85.61,54.18,None
O001435,C00726,2024-05-21,122.36,78.89,None
O001436,C00727,2024-04-05,120.59,65.41,None
O001437,C00727,2024-04-30,136.92,93.33,None
O001438,C00727,2024-06-03,100.39,66.34,None
O001439,C00727,2024-05-10,139.59,85.76,None
O001440,C00728,2024-09-22,86.71,59.09,BOGOF
O001441,C00728,2024-11-27,120.24,62.1,None
O001442,C00728,2024-12-12,144.68,94.49,None
O001443,C00729,2024-04-12,84.24,45.02,Percent Off
O001444,C00730,2024-06-04,104.57,71.35,None
O001445,C00731,2024-08-31,151.67,75.99,None
O001446,C00732,2024-10-23,123.26,66.5,None
O001447,C00733,2024-03-28,112.22,70.84,BOGOF
O001448,C00733,2024-07-18,128.55,65.47,None
O001449,C00733,2024-07-06,146.35,99.26,None
O001450,C00733,2024-07-12,145.74,87.61,None
O001451,C00733,2024-05-13,104.4,65.89,None
O001452,C00734,2024-08-11,85.23,46.69,BOGOF
O001453,C00734,2024-12-06,129.66,78.27,None
O001454,C00734,2024-11-20,96.01,56.87,None
O001455,C00735,2024-01-09,115.21,74.42,Free Shipping
O001456,C00736,2024-04-20,50.14,31.38,Percent Off
O001457,C00737,2024-12-04,96.48,64.83,Free Shipping
O001458,C00738,2024-06-15,121.66,67.21,None
O001459,C00738,2024-07-22,122.16,80.81,None
O001460,C00738,2024-10-06,161.55,92.29,None
O001461,C00738,2024-09-19,120.2,69.66,None
O001462,C00738,2024-10-02,186.46,105.34,None
O001463,C00738,2024-10-07,131.12,78.09,None
O001464,C00739,2024-08-09,55.32,32.87,BOGOF
O001465,C00739,2024-11-28,172.44,105.53,None
O001466,C00740,2024-10-09,100.92,60.28,Free Shipping
O001467,C00741,2024-11-27,104.02,63.28,BOGOF
O001468,C00742,2024-11-08,75.67,44.88,Percent Off
O001469,C00742,2024-12-30,76.22,46.01,None
O001470,C00742,2024-12-04,91.45,47.79,None
O001471,C00743,2024-02-23,73.72,42.51,Percent Off
O001472,C00744,2024-12-30,70.12,41.46,Free Shipping
O001473,C00745,2024-11-13,96.37,59.98,None
O001474,C00746,2024-06-03,85.61,55.04,Percent Off
O001475,C00747,2024-12-22,109.13,61.16,None
O001476,C00748,2024-04-27,112.47,78.1,None
O001477,C00749,2024-01-21,96.75,56.94,Free Shipping
O001478,C00749,2024-05-19,114.37,77.49,None
O001479,C00750,2024-06-17,100.43,64.19,None
O001480,C00750,2024-07-27,125.95,73.91,None
O001481,C00751,2024-01-23,86.74,48.31,Percent Off
O001482,C00751,2024-04-08,74.1,44.16,None
O001483,C00751,2024-04-19,68.28,38.54,None
O001484,C00751,2024-04-10,103.39,60.8,None
O001485,C00752,2024-09-25,93.4,51.44,None
O001486,C00753,2024-11-05,117.52,81.86,Percent Off
O001487,C00754,2024-12-24,81.8,54.27,BOGOF
O001488,C00755,2024-08-17,106.64,57.41,Percent Off
O001489,C00755,2024-09-13,103.4,64.97,None
O001490,C00755,2024-09-15,98.69,49.81,None
O001491,C00756,2024-10-15,120.46,67.49,Free Shipping
O001492,C00756,2024-12-01,110.24,77.0,None
O001493,C00757,2024-08-09,86.79,45.21,BOGOF
O001494,C00758,2024-08-12,102.9,62.31,Free Shipping
O001495,C00759,2024-06-07,86.52,49.16,Percent Off
O001496,C00760,2024-10-05,97.45,59.4,Percent Off
O001497,C00761,2024-12-01,94.09,53.9,BOGOF
O001498,C00762,2024-06-24,70.34,36.98,BOGOF
O001499,C00762,2024-08-04,147.17,75.71,None
O001500,C00762,2024-09-23,82.34,45.4,None
O001501,C00762,2024-07-29,105.73,61.37,None
O001502,C00762,2024-08-10,155.76,82.6,None
O001503,C00763,2024-05-15,115.07,63.61,Percent Off
O001504,C00763,2024-08-15,91.93,63.85,None
O001505,C00763,2024-07-07,76.61,43.22,None
O001506,C00763,2024-06-24,106.58,71.78,None
O001507,C00763,2024-09-11,113.86,66.1,None
O001508,C00763,2024-08-22,65.58,35.52,None
O001509,C00764,2024-06-20,106.8,67.53,BOGOF
O001510,C00764,2024-09-12,129.04,79.32,None
O001511,C00764,2024-08-17,121.3,83.51,None
O001512,C00764,2024-08-21,101.1,61.03,None
O001513,C00764,2024-09-26,79.19,40.38,None
O001514,C00765,2024-11-15,81.31,45.02,BOGOF
O001515,C00766,2024-10-26,133.57,77.37,None
O001516,C00767,2024-10-31,101.03,60.4,Free Shipping
O001517,C00768,2024-11-16,113.41,67.38,None
O001518,C00769,2024-02-03,61.03,42.0,BOGOF
O001519,C00769,2024-04-13,85.98,55.31,None
O001520,C00770,2024-04-02,130.61,83.75,None
O001521,C00770,2024-06-06,182.82,122.47,None
O001522,C00770,2024-07-28,80.66,48.07,None
O001523,C00770,2024-07-10,131.89,81.22,None
O001524,C00770,2024-07-23,76.55,41.17,None
